,pl_name,hostname,hostname_omit_binary_signature,sy_pnum,sy_vmag,circularization_timescale,circularization_timescaleerr1,circularization_timescaleerr2,st_age,st_ageerr1,st_ageerr2,tau_age_diff,tau_age_differr1,tau_age_differr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_met,st_meterr1,st_meterr2,pl_mass_combinej,pl_mass_combinejerr1,pl_mass_combinejerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_dens,pl_denserr1,pl_denserr2,lambda,lambdaerr1,lambdaerr2,mass_ratio,mass_ratioerr1,mass_ratioerr2
378,TOI-5616 b,TOI-5616,TOI-5616,1.0,16.74,0.026801803836960916,0.03869925046563616,0.01910289419245232,7.2,4.4,4.5,0.0038049199292589805,0.0089785264381254,0.0027799590335064,0.0,,,0.0,0.666,0.025,0.025,3996.0,88.0,88.0,0.646,0.017,0.017,0.14,0.12,0.12,1.96332356,,,1.96332356,,,0.9616838,0.048,0.042,2.002849,4e-06,4e-06,0.0272,0.0003,0.0003,10.21,0.32,0.34,2.212186385286666,,,,,,0.0028146628060877824,,
379,KELT-19 A b,KELT-19 A,KELT-19,1.0,9.857,0.11861105395735325,0.20760046570289278,0.08912253033969326,1.1,0.1,0.1,0.10674086475103353,0.191787627058331,0.0761431993198676,0.0,,,0.0,1.62,0.25,0.2,7500.0,110.0,110.0,1.83,0.099,0.099,-0.12,0.51,0.51,4.07,,,4.07,,,1.9099138399,0.11,0.11,4.6117093,8.8e-06,8.8e-06,0.0637,0.0031,0.0027,7.49,0.54,0.51,0.5841095508226258,,,179.7,3.8,3.7,0.0023987673000819255,,
380,WASP-79 b,WASP-79,WASP-79,1.0,10.044,0.056373046544932644,0.046697643798803874,0.027413433918327887,1.4,0.3,0.3,0.04091943666841496,0.0393537254181948,0.0210938123708959,0.066,,,1.0,1.39,0.08,0.08,6600.0,100.0,100.0,1.51,0.04,0.03,0.03,0.1,0.1,0.843,0.085,0.08,0.843,0.085,0.08,1.5299283473287,0.04,0.04,3.662392,4e-06,4e-06,0.0519,0.0008,0.0008,7.39,0.23,0.19,0.2353711786735284,,,99.1,3.9,4.1,0.0005790572448040377,6.72285735652207e-05,6.426833818369147e-05
381,WASP-192 b,WASP-192,WASP-192,1.0,12.678,0.13997310475472097,0.13971139267922955,0.07451015132392146,5.7,1.9,1.9,0.02580350137489213,0.0330408945568994,0.0137594868797883,0.25,,,1.0,1.09,0.06,0.06,5910.0,145.0,145.0,1.32,0.07,0.07,0.14,0.08,0.08,2.3,0.16,0.16,2.3,0.16,0.16,1.2299445147,0.08,0.08,2.8786765,2.8e-06,2.8e-06,0.0408,0.0008,0.0008,6.65,0.34,0.34,1.235983012219573,0.41,0.41,,,,0.0020146985010268134,0.00017872280647033398,0.00017872280647033398
382,TOI-2570 b,TOI-2570,TOI-2570,1.0,12.569,0.06058195030553202,0.051282403650705514,0.02991524269493224,4.4,3.3,2.6,0.013782167851365813,0.0233384218519386,0.0078903386400735,0.0,0.048,0.052,0.0,1.063,0.063,0.065,5771.0,89.0,87.0,1.095,0.026,0.025,0.191,0.083,0.083,0.82,0.063,0.065,0.82,0.063,0.065,1.2169430055871,0.035,0.034,2.9887615,2.2e-06,2.2e-06,0.04145,0.00081,0.00086,8.13,0.23,0.22,0.4549274238663379,0.069,0.063,,,,0.0007365280871273943,7.1466843383926e-05,7.37356320627808e-05
383,WASP-55 b,WASP-55,WASP-55,1.0,11.753,0.1659697504842922,0.36926824798363533,0.11426319077598757,7.0,2.0,1.9,0.024918855482194517,0.0615182485483614,0.0163576864319237,0.056,,,1.0,1.11,0.35,0.35,5900.0,100.0,100.0,1.09,0.11,0.11,-0.2,,,0.571,0.045,0.042,0.571,0.045,0.042,1.3299400037,0.13,0.13,4.46563,4e-06,4e-06,0.0549210433012199,0.005758563872602,0.005758563872602,10.83,0.31,0.31,0.2427063758667401,,,,,,0.0004911587152581585,0.00015963385400517545,0.0001590278407287338
384,WASP-118 b,WASP-118,WASP-118,1.0,11.009,0.06931820200378913,0.05751898001301947,0.03358943209790732,1.17,5.72,0.75,0.01685850386905488,0.0470357272708839,0.0100446546028277,0.089,0.057,0.047,0.0,1.32,0.035,0.035,6410.0,125.0,125.0,1.696,0.029,0.029,0.16,0.1,0.1,0.514,0.02,0.02,0.514,0.02,0.02,1.4399350416,0.036,0.036,4.0460435,4.4e-06,4.4e-06,0.05453,0.00048,0.00048,6.92,0.107,0.104,0.1721375600137174,0.024,0.024,,,,0.00037179017858540275,1.750607021716645e-05,1.750607021716645e-05
385,KELT-4 A b,KELT-4 A,KELT-4,1.0,9.98,0.013537775880066084,0.011447000871316594,0.006655625161203407,4.44,0.78,0.89,0.003092590761017545,0.0028639657765475,0.0015431989074829,0.03,0.03,0.02,0.0,1.2,0.07,0.06,6207.0,75.0,75.0,1.603,0.039,0.038,-0.116,0.065,0.069,0.902,0.06,0.059,0.902,0.06,0.059,1.69892335811,0.046,0.045,2.9895932,4.9e-06,4.9e-06,0.04317,0.00079,0.00074,6.02,0.09,0.1,0.183918916997315,0.019,0.018,80.0,25.0,22.0,0.0007176852435650518,6.349602230527765e-05,5.908818245129039e-05
386,WASP-26 b,WASP-26,WASP-26,1.0,11.297,0.032298156000052314,0.07454624847555219,0.022926658347512487,6.0,2.0,2.0,0.005624559759176139,0.0143443883561172,0.0042485853759235,0.0039,,,1.0,1.09,0.05,0.05,6015.0,55.0,55.0,1.22,0.15,0.15,0.16,,,1.038,0.02,0.021,1.038,0.02,0.021,1.2099454169,0.15,0.15,2.7566,1e-05,1e-05,0.0364967865579599,0.0047825807147954,0.0047825807147954,6.64,0.21,0.21,0.585923939395821,,,34.0,26.0,36.0,0.0009092421930721012,4.523833063004893e-05,4.5584710203402045e-05
387,WASP-103 b,WASP-103,WASP-103,1.0,12.402,0.0002346165574839231,0.00021937106037141723,0.00012019129056020552,4.0,1.0,1.0,6.146442053643665e-05,6.490798425668837e-05,3.135307024298641e-05,0.15,,,1.0,1.21,0.1,0.12,6110.0,160.0,160.0,1.436,0.052,0.031,0.06,0.13,0.13,1.455,0.09,0.091,1.455,0.09,0.091,1.5278996699999998,0.073,0.047,0.925542,1.9e-05,1.9e-05,0.01985,0.00021,0.00021,3.01,0.12,0.14,0.4078429228956736,0.061,0.07,3.0,33.0,33.0,0.0011481175306156937,0.0001185192027237794,0.00013461409995431842
388,WASP-93 b,WASP-93,WASP-93,1.0,10.966,0.02125201814329715,0.02153145956745453,0.01099406152548582,0.7,0.65,0.65,0.028268480494742666,0.0560953616139275,0.0167635687908834,0.012,0.035,0.008,0.0,1.334,0.033,0.033,6700.0,100.0,100.0,1.524,0.04,0.04,0.07,0.17,0.17,1.47,0.29,0.29,1.47,0.29,0.29,1.59692795933,0.077,0.077,2.7325321,2e-06,2e-06,0.04211,0.00035,0.00035,5.938,0.133,0.128,0.3609130505334865,0.112,0.112,,,,0.0010521320018888154,0.00020918892478229598,0.00020918892478229598
389,WASP-34 b,WASP-34,WASP-34,1.0,10.285,0.5268797190671124,2.005930817129105,0.4055550995277298,7.8,2.7,3.6,0.07458135114169462,0.3229398359752884,0.064280885301669,0.025,,,1.0,0.96,0.45,0.45,5700.0,100.0,100.0,0.91,0.08,0.08,-0.02,,,0.583,0.03,0.031,0.583,0.03,0.031,0.99995489,0.08,0.08,4.31768,5e-06,5e-06,0.05110136329662,0.0080542640085429,0.0080542640085429,12.07,1.58,1.58,0.583,,,,,,0.0005798371632461547,0.0002734314876881632,0.00027354180373715753
390,HAT-P-29 b,HAT-P-29,HAT-P-29,1.0,11.825,1.304692823869324,4.277912808220225,0.9741037855643049,2.2,1.1,1.1,0.6769630908271114,2.4297699739708216,0.5379065418759748,0.104,0.021,0.018,0.0,1.45,0.6,0.6,6087.0,88.0,88.0,1.3,0.14,0.14,0.21,,,0.676,0.035,0.034,0.676,0.035,0.034,1.1699472213,0.13,0.13,5.72319,4.9e-05,4.9e-05,0.0710060368211999,0.0098207144682119,0.0098207144682119,11.74,1.02,1.02,0.4220744961485703,,,,,,0.0004451305677650968,0.00018562819886714488,0.00018554759592592763
391,WASP-45 b,WASP-45,WASP-45,1.0,11.801,0.27577532452933085,0.2863756976100299,0.1487021369198806,12.7,1.0,5.3,0.023305288146256917,0.0348428211080971,0.0125263707488588,0.043,,,1.0,0.85,0.076,0.07,5150.0,200.0,200.0,0.855,0.039,0.038,-0.03,0.2,0.2,1.003,0.054,0.054,1.003,0.054,0.054,0.94595732594,0.058,0.051,3.126089,3e-06,3e-06,0.03963,0.00114,0.00112,9.97,0.3,0.31,1.1847521999702582,0.207,0.207,,,,0.0011266544400089949,0.0001175886496400234,0.00011085151454258705
392,HATS-77 b,HATS-77,HATS-77,1.0,16.195,0.10473354587152645,0.08607890398959164,0.050529636079316376,12.1,5.0,5.0,0.009101173404475056,0.0108769608323257,0.0048558179252564,0.045,,,1.0,0.655,0.014,0.014,4071.0,13.0,13.0,0.6428,0.0066,0.0066,0.253,0.039,0.039,1.374,0.1,0.074,1.374,0.1,0.074,1.1649454414092,0.021,0.021,3.0876262,1.6e-06,1.6e-06,0.03607,0.00025,0.00025,12.06,0.19,0.14,0.8689783504068237,0.112,0.081,,,,0.0020028764401246717,0.00015192590670945537,0.00011605392812628978
393,TIC 237913194 b,TIC 237913194,TIC 237913194,1.0,12.144,241.65760585328346,232.31497622271266,126.01053629937726,5.7,1.7,1.7,43.53134800263948,47.79725111667453,24.15351541668604,0.575,0.011,0.011,0.0,1.026,0.057,0.055,5788.0,80.0,80.0,1.088,0.012,0.012,0.14,0.05,0.05,1.942,0.092,0.091,1.942,0.092,0.091,1.11694961213,0.054,0.047,15.168865,1.8e-05,1.8e-05,0.1207,0.0037,0.0037,23.85,0.67,0.69,1.39344459786582,0.28,0.26,,,,0.0018072181934924738,0.00013194797685075403,0.00012867325035618995
394,WASP-70 A b,WASP-70 A,WASP-70,1.0,10.786,0.14181606019296222,0.16733289313735283,0.07606017209907699,9.5,0.5,0.5,0.014931729262197426,0.0175791184240684,0.008212532394459,0.053,,,1.0,1.106,0.042,0.042,5763.0,79.0,79.0,1.215,0.064,0.089,-0.006,0.063,0.063,0.597,0.026,0.026,0.597,0.026,0.026,1.16392287,0.073,0.102,3.7130203,4.7e-06,4.7e-06,0.04853,0.00062,0.00062,,,,0.3785431486535826,0.138,0.08,,,,0.0005153804369734958,2.9779776628643544e-05,2.9779776628643544e-05
395,HATS-74 A b,HATS-74 A,HATS-74,1.0,17.26,0.01573028437883709,0.012383182333797971,0.007781877475262331,11.0,5.1,5.1,0.0014570772597858538,0.0019054780707156,0.0008381835160894,0.044,,,1.0,0.601,0.008,0.008,3776.9,9.5,9.5,0.5758,0.0055,0.0055,0.514,0.033,0.021,1.46,0.14,0.14,1.46,0.14,0.14,1.0319516694168,0.021,0.021,1.73185606,5.5e-07,5.5e-07,0.02384,0.00011,0.00011,8.9,0.1,0.1,1.3283538043936498,0.19,0.19,,,,0.0023194611839210534,0.00022454681532290912,0.00022454681532290912
396,WASP-10 b,WASP-10,WASP-10,1.0,12.413,0.3957160323803166,0.340481449840487,0.19130369162345207,7.0,6.0,3.0,0.05426461975702428,0.1067537741258222,0.0313780332265152,0.0601,0.0064,0.0046,0.0,0.75,0.04,0.028,4675.0,100.0,100.0,0.698,0.012,0.012,0.03,0.2,0.2,3.21,0.23,0.24,3.21,0.23,0.24,1.07997626,0.02,0.02,3.0927616,1.12e-05,1.12e-05,0.03781,0.00067,0.00047,11.65,0.09,0.13,2.5482014936747444,0.27,0.27,,,,0.004086509324778388,0.0003650129786256866,0.00034150569037206315
397,KELT-15 b,KELT-15,KELT-15,1.0,11.39,0.039361548128342375,0.11457752809726955,0.029373553274875317,13.8,,,,,,0.133,0.14,0.091,0.0,2.06,0.75,0.75,6003.0,54.0,54.0,1.78,0.21,0.21,0.05,,,1.31,0.43,0.43,1.31,0.43,0.43,1.7399215086,0.2,0.2,3.32944,1.6e-05,1.6e-05,0.0554853882276,0.0068625708756165,0.0068625708756165,6.7,0.25,0.25,0.2486700895819761,,,,,,0.0006071734887328383,0.0002976369480901051,0.0002976369480901051
398,TOI-201 b,TOI-201,TOI-201,1.0,9.07,21169.53742762266,30914.091077841247,12758.255152458962,0.87,0.46,0.49,25379.77936855181,58358.63572689463,18220.48309021091,0.28,0.06,0.09,0.0,1.316,0.027,0.027,6394.0,75.0,75.0,1.317,0.011,0.011,0.24,0.036,0.036,0.42,0.05,0.03,0.42,0.05,0.03,1.00795452912,0.012,0.015,52.97818,4e-05,4e-05,0.3,0.02,0.03,,,,0.4100791551188377,,,,,,0.0003047208186104385,3.681107110230316e-05,2.2645855105958827e-05
399,TOI-157 b,TOI-157,TOI-157,1.0,12.725,0.012663775891245267,0.01067379529027659,0.006065660785816735,12.82,0.73,1.4,0.0009976851126768846,0.0008377474127519,0.0004829869929652,0.21,,,1.0,0.948,0.023,0.018,5404.0,70.0,67.0,1.167,0.017,0.014,0.24,0.09,0.09,1.18,0.13,0.12,1.18,0.13,0.12,1.28594198854,0.023,0.02,2.0845435,2.3e-06,2.3e-06,0.03138,0.00025,0.0002,5.785,0.066,0.069,0.5548289344470441,0.08,0.078,,,,0.0011884540506423996,0.0001340686911048051,0.00012294828522888712
400,WASP-88 b,WASP-88,WASP-88,1.0,11.388,0.16302609947582963,0.5913617343687734,0.13085870951434458,3.0,1.3,1.3,0.058411882252011674,0.2678109046339296,0.0431496323870155,0.13,,,1.0,0.94,0.42,0.42,6430.0,130.0,130.0,1.8,0.26,0.26,-0.08,,,0.57,0.077,0.078,0.57,0.077,0.078,1.4599341394,0.21,0.21,4.954,1.9e-05,1.9e-05,0.0558575860355999,0.0084719199395505,0.0084719199395505,6.67,0.31,0.31,0.1831539495703272,,,,,,0.0005789695553598332,0.000270253250144965,0.0002705489526403924
401,WASP-1 b,WASP-1,WASP-1,1.0,11.308,0.013581873050687449,0.01163873912098149,0.006711633281429674,3.4,1.2,0.6,0.004167855147070755,0.0049432420757405,0.0021297778801574,0.013,,,1.0,1.24,0.05,0.07,6110.0,75.0,75.0,1.47,0.022,0.032,,,,0.948,0.029,0.028,0.948,0.029,0.028,1.48293783,0.024,0.034,2.5199454,5e-07,5e-07,0.03889,0.00053,0.00073,5.687,0.034,0.061,0.2906597423560708,0.029,0.032,,,,0.0007299538061293925,3.6945344712247265e-05,4.650643294141611e-05
402,TrES-3 b,TrES-3,TrES-3,1.0,12.362,0.002091599242090626,0.0018247639476263867,0.0010275249653624629,0.9,2.8,0.8,0.0010178430259897002,0.0025142148576925,0.0005704868659411,0.043,,,1.0,0.928,0.028,0.048,5650.0,75.0,75.0,0.829,0.015,0.022,-0.19,0.08,0.08,1.801,0.078,0.083,1.801,0.078,0.083,1.33591975,0.031,0.037,1.30618581,,,0.02282,0.00023,0.0004,5.926,0.056,0.056,0.7552562682730919,0.095,0.078,,,,0.0018529959147211056,9.780707936991106e-05,0.00012836943318029868
403,WASP-162 b,WASP-162,WASP-162,1.0,12.213,153.18312906883097,139.09862647745348,78.46769041473955,12.97,2.35,2.35,11.997174214870686,11.841349066446778,5.782697452677018,0.434,0.005,0.005,0.0,0.95,0.04,0.04,5300.0,100.0,100.0,1.11,0.05,0.05,0.28,0.13,0.13,5.2,0.2,0.2,5.2,0.2,0.2,0.99995489,0.05,0.05,9.62468,1e-05,1e-05,0.0871,0.0013,0.0013,17.0,0.4,0.6,5.2,0.8,0.8,,,,0.005226229338132715,0.00029803913129635665,0.00029803913129635665
404,HATS-55 b,HATS-55,HATS-55,1.0,13.525,0.27821781515532396,0.2379230158093646,0.1331551795589504,0.4,0.29,0.13,0.6865218067685996,1.1926029893308407,0.3744808935356803,0.092,,,1.0,1.1955,0.0091,0.0119,6214.0,36.0,36.0,1.126,0.011,0.011,0.108,0.046,0.03,0.921,0.076,0.076,0.921,0.076,0.076,1.25094356739,0.026,0.026,4.2042001,3.3e-06,3.3e-06,0.05412,0.00014,0.00018,10.33,0.086,0.086,0.4704220835482279,0.062,0.062,,,,0.0007355611362158124,6.0955460175818514e-05,6.113777589305432e-05
405,HAT-P-52 b,HAT-P-52,HAT-P-52,1.0,14.107,0.09444648566866606,0.09540780311189509,0.048908979721687625,9.4,4.1,4.1,0.01047181735176779,0.015494798117317,0.0062494743985786,0.03,,,1.0,0.887,0.027,0.027,5131.0,50.0,50.0,0.893,0.047,0.047,0.28,0.08,0.08,0.817,0.041,0.039,0.817,0.041,0.039,1.00895448401,0.072,0.072,2.7535953,9.4e-06,9.4e-06,0.03694,0.00038,0.00038,8.89,0.49,0.49,0.7953321854739697,0.21,0.21,,,,0.0008794419176115918,5.161783136505497e-05,4.9789646059150345e-05
406,HAT-P-20 b,HAT-P-20,HAT-P-20,1.0,11.231,2.0016106291508122,1.8146957202736211,0.9786146895479506,6.7,5.7,3.8,0.27786770770363245,0.5943857416734,0.1724591742367903,0.0158,0.0023,0.0018,0.0,0.75,0.04,0.04,4595.0,45.0,45.0,0.694,0.021,0.021,0.35,0.08,0.08,7.27,0.18,0.18,7.27,0.18,0.18,0.86694278,0.033,0.033,2.875317,4e-06,4e-06,0.0361,0.0005,0.0005,11.36,0.14,0.14,11.15519376699697,1.5,1.5,8.0,6.9,6.9,0.009255116134311177,0.0005442029240701342,0.0005442029240701342
407,TOI-1820 b,TOI-1820,TOI-1820,1.0,10.899,2.9680492863059897,3.1010263182349402,1.599324737829109,11.0,2.0,2.0,0.2698707240208954,0.3028711476358502,0.1487091270054983,0.043,0.008,0.008,0.0,1.04,0.13,0.13,5734.0,50.0,50.0,1.51,0.06,0.06,0.14,0.15,0.15,2.3,0.2,0.2,2.3,0.2,0.2,1.13994661198,0.02,0.02,4.860674,5e-06,5e-06,0.061,0.003,0.003,8.7,0.3,0.3,1.5524344872646378,0.2,0.2,,,,0.002111559005883872,0.00032152905738859743,0.00032152905738859743
408,TOI-2583 A b,TOI-2583 A,TOI-2583,1.0,12.586,0.085287231524411,0.09317184828868652,0.04447602283980517,4.4,1.9,1.2,0.02046677019681218,0.0267267195716815,0.0119850877580427,0.0,,,0.0,1.215,0.063,0.082,5936.0,65.0,68.0,1.477,0.036,0.032,0.158,0.084,0.085,0.25,0.058,0.056,0.25,0.058,0.056,1.289939586771,0.04,0.033,4.5207265,4.9e-06,4.9e-06,0.0571,0.001,0.0013,8.31,0.23,0.27,0.1164584157276624,0.037,0.035,,,,0.00019645923833594802,4.670304058881609e-05,4.5960907682681865e-05
409,TOI-1199 b,TOI-1199,TOI-1199,1.0,11.093,0.17359640115581348,0.15168506204962745,0.0874448484538958,4.2,0.2,0.2,0.04118511465431608,0.0365981286601397,0.019720826475625,0.03,0.029,0.029,0.0,1.23,0.07,0.07,5710.0,40.0,40.0,1.45,0.03,0.03,0.44,0.04,0.04,0.239,0.02,0.02,0.239,0.02,0.02,0.937956072119,0.025,0.025,3.671463,3e-06,3e-06,0.04988,0.00091,0.00091,,,,0.28959388410287,0.041,0.041,,,,0.00018552460463149356,1.8775137103528172e-05,1.8775137103528172e-05
410,TOI-4145 A b,TOI-4145 A,TOI-4145,1.0,12.084,0.11606367687056857,0.11730088791876359,0.061489050719349965,4.7,4.2,3.1,0.023261695311404033,0.0477518819011709,0.0142792851802261,0.135,,,1.0,0.905,0.043,0.044,5281.0,86.0,76.0,0.859,0.018,0.017,0.168,0.084,0.087,0.43,0.13,0.13,0.43,0.13,0.13,1.1869444106289,0.032,0.031,4.0664428,5.8e-06,5.8e-06,0.04823,0.00075,0.00079,12.07,0.24,0.23,0.2571084195286369,0.1,0.1,,,,0.00045365802903255713,0.00013883590071122636,0.00013891460971793054
411,NGTS-23 b,NGTS-23,NGTS-23,1.0,14.126,0.13345963379144346,0.5021182002875305,0.11186399887561263,6.39,1.93,1.6,0.021896018502029914,0.0899622892200049,0.0195185581872965,0.0,,,0.0,1.01,0.06,0.07,6057.0,64.0,64.0,1.24,0.03,0.03,-0.26,0.11,0.11,0.613,0.097,0.097,0.613,0.097,0.097,1.2669406644455,0.03,0.03,4.0764326,4.1e-06,4.1e-06,0.0504,0.012,0.012,8.72,0.1,0.13,0.301391243169273,,,,,,0.0005794925085798908,9.794689478051657e-05,0.00010010767890627009
412,TOI-2145 b,TOI-2145,TOI-2145,1.0,9.07,191.80317793128532,164.48663519844942,93.31791372426757,1.6,0.2,0.1,119.83115884126232,107.53682138667448,58.065304005999465,0.21,0.018,0.018,0.0,1.7169,0.034,0.0398,6200.0,84.0,81.0,2.7505,0.0607,0.0481,0.285,0.061,0.051,5.55960374,0.22339098,0.22653733,5.55960374,0.22339098,0.22653733,1.1078987214779,0.02764447,0.02261977,10.261127,1.1e-05,1.1e-05,0.111,0.002,0.002,,,,4.087734078032554,0.86,1.11,,,,0.0030917727350346716,0.00013849915772016128,0.00014494096286418888
413,TOI-2977 b,TOI-2977,TOI-2977,1.0,12.6334,0.04813087295775953,0.04126731107656724,0.02456551847254916,9.8,2.6,3.0,0.0050607227320224255,0.0054759041083547,0.0027255659563454,0.126,,,1.0,0.936,0.057,0.041,5691.0,94.0,93.0,1.073,0.024,0.02,0.013,0.087,0.085,1.68,0.26,0.25,1.68,0.26,0.25,1.1739450193613998,0.031,0.027,2.3505614,2.5e-06,2.5e-06,0.03386,0.00067,0.0005,6.806,0.059,0.09,1.0382572944261803,0.21,0.2,,,,0.0017137290482535773,0.0002850140327397268,0.00026583806613528243
414,HATS-54 b,HATS-54,HATS-54,1.0,13.937,0.06581503232606534,0.060112854261469256,0.03284672388516608,7.96,2.97,2.26,0.008584681508682607,0.0102040072004237,0.0046582707406196,0.0,,,0.0,1.05,0.05,0.05,5621.0,70.0,70.0,1.23,0.02,0.02,0.37,0.07,0.07,0.753,0.057,0.057,0.753,0.057,0.057,1.0149524657261,0.024,0.024,2.5441765,2.4e-06,2.4e-06,0.037,0.001,0.001,6.48,0.14,0.14,0.720106696286992,,,,,,0.0006847221899328274,6.123438606421105e-05,6.123438606421105e-05
415,NGTS-16 b,NGTS-16,NGTS-16,1.0,14.529,0.16764057663007856,0.3305401440955422,0.11902737496862782,10.29,1.57,1.48,0.01629047318071992,0.0361272342492225,0.0114275759223583,0.105,0.13,0.079,0.0,1.002,0.031,0.031,5550.0,150.0,150.0,1.213,0.11,0.107,0.35,0.1,0.1,0.667,0.157,0.129,0.667,0.157,0.129,1.2999391187211,0.13,0.12,4.84532,2e-05,2e-05,0.0523,0.0064,0.0064,9.29,0.83,0.83,0.3035958124715521,0.19,0.12,,,,0.0006355750460824112,0.00015088985141349838,0.00012448512991487657
416,KELT-12 b,KELT-12,KELT-12,1.0,10.585,0.1267217852657398,0.1643762183758154,0.07000548887576438,2.2,0.1,0.1,0.05766632400502779,0.0730004658796632,0.0342029386702938,0.083,0.09,0.058,0.0,1.591,0.07,0.093,6279.0,51.0,51.0,2.37,0.17,0.17,0.19,0.084,0.085,0.95,0.14,0.14,0.95,0.14,0.14,1.7799197042,0.17,0.16,5.031623,3.2e-05,3.1e-05,0.06708,0.00097,0.0013,6.08,0.4,0.36,0.168447123206836,0.071,0.053,,,,0.0005701145841590648,8.768138089550661e-05,9.038482796189431e-05
417,TOI-628 b,TOI-628,TOI-628,1.0,10.112,1.9346512046129418,1.6105558845130736,0.9674469765369766,1.28,1.6,0.91,1.2175523280927802,2.8010675640139384,0.7439575705284849,0.072,0.021,0.023,0.0,1.311,0.066,0.075,6250.0,220.0,190.0,1.345,0.046,0.04,0.258,0.078,0.08,6.33,0.29,0.31,6.33,0.29,0.31,1.0599521834,0.041,0.034,3.4095675,7e-06,6.9e-06,0.0486,0.0008,0.00094,7.78,0.22,0.27,5.31479006159447,0.7,0.75,,,,0.00461009360512543,0.000313802384864465,0.00034717253504134475
418,WASP-184 b,WASP-184,WASP-184,1.0,12.771,0.3181144245772951,0.3209043503656702,0.1688006814405119,4.7,1.1,1.1,0.06939732303391846,0.076335547000892,0.037104290573728,0.25,,,1.0,1.23,0.07,0.07,6000.0,100.0,100.0,1.65,0.09,0.09,0.12,0.08,0.08,0.57,0.1,0.1,0.57,0.1,0.1,1.3299400037,0.09,0.09,5.1817,1e-05,1e-05,0.0627,0.0012,0.0012,8.19,0.42,0.42,0.2422813209177615,0.09,0.09,,,,0.0004424645382424742,8.160744023917353e-05,8.160744023917353e-05
419,HATS-28 b,HATS-28,HATS-28,1.0,13.981,0.06563344701840118,0.0603408804126615,0.03411229067027451,6.2,2.8,2.8,0.010957278827553273,0.0161563226606444,0.0060185947643276,0.202,,,1.0,0.929,0.036,0.036,5498.0,84.0,84.0,0.922,0.04,0.04,0.01,0.06,0.06,0.672,0.087,0.087,0.672,0.087,0.087,1.19394613866,0.07,0.07,3.1810781,3.9e-06,3.9e-06,0.04131,0.00053,0.00053,9.63,0.42,0.42,0.3947810453381921,0.11,0.11,,,,0.0006906567875846496,9.333497102751989e-05,9.333497102751989e-05
420,CoRoT-36 b,CoRoT-36,CoRoT-36,1.0,13.126,0.32551441134137016,0.8002004313424633,0.24230179370404734,2.1,0.6,0.5,0.15583520513829444,0.4217826391719627,0.1155577372644574,0.0,,,0.0,1.32,0.09,0.09,6730.0,140.0,140.0,1.52,0.2,0.1,-0.1,0.1,0.1,0.68,0.47,0.43,0.68,0.47,0.43,1.4099339674959,0.14,0.14,5.616531,2.3e-05,2.3e-05,0.066,0.007,0.007,9.3,1.0,1.0,0.2425780914169807,0.17,0.17,84.0,11.0,11.0,0.0004918624930701827,0.0003416138780177401,0.00031283344019038766
421,TOI-1811 b,TOI-1811,TOI-1811,1.0,11.966,0.4201981132350107,0.3720504315747922,0.2033149022487375,5.9,4.9,4.0,0.07047637417744997,0.1313487925727975,0.0423109476684907,0.052,0.062,0.037,0.0,0.817,0.033,0.03,4766.0,52.0,54.0,0.769,0.019,0.017,0.306,0.076,0.077,0.972,0.076,0.078,0.972,0.076,0.078,0.9939534496122,0.025,0.023,3.7130765,1.7e-06,1.7e-06,0.04389,0.00058,0.00055,12.28,0.27,0.31,0.9897080705756832,0.13,0.12,,,,0.001135933568127236,9.996895812792986e-05,0.00010024511707350542
422,TOI-2152 A b,TOI-2152,TOI-2152,1.0,11.436,0.3480681451950536,0.31890223053462874,0.17843547730992607,0.83,1.1,0.58,0.33145725781350954,0.7443497370707897,0.2104183509677691,0.057,0.068,0.04,0.0,1.516,0.085,0.1,6630.0,300.0,290.0,1.612,0.056,0.051,0.282,0.075,0.079,2.83,0.38,0.37,2.83,0.38,0.37,1.2809400088188,0.05,0.046,3.3773512,6e-06,6.1e-06,0.05064,0.00093,0.0011,6.76,0.26,0.31,1.346291321654719,0.31,0.29,,,,0.0017823621848449618,0.0002593543980317602,0.00026100872445337714
423,TOI-2154 b,TOI-2154,TOI-2154,1.0,11.068,0.08820890281491156,0.09009475794686486,0.04625695366312313,2.9,2.1,1.5,0.029895709366432096,0.0534687003261409,0.0183764736621262,0.117,0.1,0.079,0.0,1.233,0.077,0.09,6280.0,160.0,160.0,1.396,0.049,0.043,0.011,0.071,0.059,0.92,0.19,0.18,0.92,0.19,0.18,1.4529319537216,0.053,0.048,3.8240801,2.5e-06,2.5e-06,0.0513,0.0011,0.0013,7.91,0.33,0.37,0.2999100259816391,0.092,0.081,,,,0.0007124156905496276,0.00015370877464115134,0.00014876991129551844
